file,line,text
[Translated to English] database1.sql,74,"[Translated to English] (18, 'Is PLA Really Biodegradable?', 'Frankli Márk', '3D Printing,Biology,Ecology,PLA', 'pla_bomlas', 'The most popular 3D printing material, PLA, is said to be biodegradable.\r\nPLA, or polylactic acid, is a thermoplastic and the most widely used 3D printing filament. Known for its ease of use, PLA requires a relatively low extrusion temperature of around 180°C and no heated bed temperature.\r\n', 'bio1.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,75,"[Translated to English] (19, 'Best Modeling Software for Beginners', 'Frankli Márk', '3D Printing,Modeling,Software', 'softwerek_kezdoknek', '3D modeling takes a lot of practice, but anyone can learn it over time. It can have a steep learning curve, and many advanced CAD programs used to create digital objects can be confusing for complete beginners. Famous tools like SketchUp or Blender can intimidate new users with complex toolsets and unfamiliar controls that might discourage them initially.', 'softborito.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[Translated to English] database1.sql,76,"[Translated to English] (20, 'PLA vs ABS vs PETG: Which Is the Best?', 'Frankli Márk', '3D Printing,Filaments,PLA,PETG,ABS', 'plaabspetg', 'PLA, ABS, and PETG are among the most popular and widely available filaments. But just because they’re easy to find doesn’t mean they’re equally suitable for every printing task.\r\n', 'pvpvafila.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[Translated to English] database1.sql,77,"[Translated to English] (21, 'Creating 3D Printed Stencils', 'Frankli Márk', '3D Printing,Technologies,Stencil,Painting', 'sablonok', 'Stencils are a unique art form used for everything from warning signs to your favorite T-shirt. Whether made industrially or cut by hand and laser, there’s now a new method for making them: 3D printing.', 'stencil2.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[Translated to English] database1.sql,78,"[Translated to English] (22, 'Creating 3D Printed Molds', 'Frankli Márk', '3D Printing,Molds,Mass Production,Tooling', 'ontoforma', 'These are great for mass production, standardizing designs, and expanding your repertoire of what you can make. First, we need to distinguish between two types of object-making to illustrate how printing 3D molds differs from regular 3D printing projects. The main difference lies in how we reach the final object.', 'mold4.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,79,"[Translated to English] (23, 'Advantages and Challenges of 3D Printing in Prototyping', 'Kis Péter', '3D Printing,Prototype,Advantages,Challenges', 'A_3D_nyomtatas_elonyei_es_kihivasai', '3D printing, also known as additive manufacturing, has revolutionized prototyping in recent years. It allows for fast and cost-effective production of physical prototypes, enabling businesses to test and refine designs faster than ever before.', 'proto_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,80,"[Translated to English] (24, '3D Printing in Medicine: From Surgical Aids to Prosthetics', 'Kis Péter', '3D Printing,Medicine,Industry', '3D_nyomtatas_az_orvosi_iparban', '3D printing has made significant progress in the medical industry in recent years, where it is used for applications ranging from surgical tools to prosthetics. It offers many advantages, including customization, cost efficiency, and speed, making it increasingly popular in medical applications.', 'orvoslas_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[Translated to English] database1.sql,81,"[Translated to English] (25, 'Environmental Impact of 3D Printing', 'Kis Péter', '3D Printing,Environment,Ecology', 'A_3D_nyomtatas_kornyezeti_hatasa', '3D printing, also known as additive manufacturing, can revolutionize how products are made, offering benefits such as customization, cost efficiency, and speed.', 'kornyezet_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[Translated to English] database1.sql,82,"[Translated to English] (26, 'The Future of 3D Printing: Predictions and Opportunities', 'Kis Péter', '3D Printing,Technologies,Future,Development', 'A_3D_nyomtatas_jovoje', '3D printing, also known as additive manufacturing, has come a long way since the 1980s. It has the potential to revolutionize how products are produced, offering benefits like customization, cost efficiency, and speed.', 'jovo_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[Translated to English] database1.sql,83,"[Translated to English] (27, 'The Ethics of 3D Printing: Intellectual Property and Accessibility', 'Kis Péter', '3D Printing,Ethics,Intellectual Property', 'A_3D_nyomtatas_etikaja', 'As 3D printing technology continues to advance, it is important to consider its ethical implications. In this post, we discuss two key ethical considerations in 3D printing: intellectual property rights and accessibility.', 'etika_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,84,"[Translated to English] (28, '3D Printing in the Fashion Industry: From Prototypes to Final Products', 'Kis Péter', '3D Printing,Prototype,Fashion', '3D_nyomtatas_a_divatiparban', '3D printing, also known as additive manufacturing, could revolutionize the fashion industry. It offers numerous advantages, including the ability to produce customized and complex designs, reduce waste and emissions, and speed up manufacturing processes.', 'divat_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,85,"[Translated to English] (29, '3D Printing in Construction: From Prototyping to 3D Printed Houses', 'Kis Péter', '3D Printing,Construction,Housing', '3D_nyomtatas_az_epitoiparban', '3D printing, also known as additive manufacturing, can revolutionize the construction industry. It offers benefits like the ability to produce customized and complex designs, reduce waste and emissions, and accelerate building processes.', 'epites_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[Translated to English] database1.sql,86,"[Translated to English] (30, 'The Economics of 3D Printing: Cost-Benefit Analysis', 'Kis Péter', '3D Printing,Economics,Cost,Benefit', 'A_3D_nyomtatas_gazdasagtana', '3D printing, also known as additive manufacturing, can transform the way products are designed and manufactured. It offers many advantages, including the production of customized and complex designs, reduction of waste and emissions, and acceleration of manufacturing processes.', 'gazdasag_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[Translated to English] database1.sql,87,"[Translated to English] (31, '3D Printing in the Art World: From Sculptures to Functional Art', 'Kis Péter', '3D Printing,Art,Sculpture,Painting', '3D_nyomtatas_a_muveszet_vilagaban', 'In recent years, 3D printing has revolutionized the art world, allowing artists to create intricate sculptures and functional pieces with unprecedented precision and detail.', 'muveszet_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[Translated to English] database1.sql,88,"[Translated to English] (32, '3D Printing in the Electronics Industry: From Prototypes to Final Parts', 'Kis Péter', '3D Printing,Electronics,Mass Production,Industry', '3D_nyomtatas_a_szorakoztato_elektronikai_iparban', 'The electronics industry has always been a driver of innovation, and 3D printing is no exception. In recent years, it has become an increasingly valuable tool for companies in consumer electronics — from creating prototypes and testing new products to producing final parts and even complete devices.', 'elektronika_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[Translated to English] database1.sql,89,"[Translated to English] (33, '3D Printing in the Furniture Industry: From Prototypes to Finished Products', 'Kis Péter', '3D Printing,Furniture,Prototype', '3D_nyomtatas_a_butoriparban', 'The use of 3D printing technology in the furniture industry has come a long way in recent years. Initially used mainly for prototypes and concept models, it is now also being applied to produce end products for the market. This technology offers designers and manufacturers many advantages, including the ability to quickly and easily create complex shapes, customize products for individual customers, and produce on demand.', 'butor_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[Translated to English] database1.sql,90,"[Translated to English] (34, '3D Printing in the Sports Industry: From Custom Equipment to Performance Wear', 'Kis Péter', '3D Printing,Sports,Customization,Personalization', '3D_nyomtatas_a_sportiparban', 'The sports industry has always led the way in adopting new technologies to improve performance and enhance the sporting experience. In recent years, 3D printing has emerged as a promising technology that could revolutionize the sports sector.', 'sport_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[Translated to English] database1.sql,91,"[Translated to English] (35, 'The Benefits of 3D Printing for Small Businesses and Startups', 'Kis Péter', '3D Printing,Business,Startup,Advantages', 'A_3D_nyomtatas_elonyei_a_kisvallalkozasok_es_a_startupok_szamara', 'In recent years, 3D printing has emerged as a promising technology capable of revolutionizing many industries. For small businesses and startups, 3D printing offers numerous advantages that can help them succeed and grow.', 'startup_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[Translated to English] database1.sql,92,"[Translated to English] (36, '3D Printing in the Packaging Industry: From Prototypes to Final Products', 'Kis Péter', '3D Printing,Packaging,Sustainability', '3D_nyomtatas_a_csomagoloiparban', '3D printing is revolutionizing how products are designed and manufactured across various industries, and packaging is no exception. From prototyping new packaging designs to producing final products, 3D printing plays an increasingly important role in the packaging industry.', 'csomag_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17');"
[Translated to English] database1.sql,187,"[Translated to English] (1, 'item/product=1', 'images/pipetato.jpg', 'pi1.jpg,pi2.jpg,pi3.jpg,pizza7nagy.png,pizza3.png,pizza_4.png,pizza6.png,pizza_10.png', 990, '40x7x28', 'Pizzás Papírcsipesz (8db)', 'Egyéb', 'Pizza alakú papírcsipesz rendszerezésre, mindennapos használatra.\r\nSegítségével könnyedén össze lehet fogni papírpénzt, kártyákat, papírlapokat és ehhez hasonló tárgyakat.\r\nMegfelelő választás lehet hétköznapi dolgok összefogására olyanoknak, akik szeretnék egyedien rendszerezni a dolgaikat. A csomag tartalma 8db pizzás papírcsipesz.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>40mm x 7mm x 28mm</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:445805\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/tosh/about\"" class=\""bld\"">Tosh</a> készítette. &#169; <!--DATE--> Tosh. Minden jog fenntartva.', 'pizza_clip', 100, 0, '2020-05-01 00:00:00'),"
[Translated to English] database1.sql,188,"[Translated to English] (2, 'item/product=2', 'images/gyecsi.jpg', 'gy1.jpg,gy2.jpg,gy3.jpg,csipesz.png,csipesz_nagy.png,csipesz_nagy_harmonia.png,gyemantcsipesz_10.png\r\n', 1290, '58x12x25', 'Gyémántos Pénzcsipesz (6db)', 'Egyéb', 'Igényes pénzcsipesz hétköznapi tárgyak összefogására. Magas feszítésnek is ellenáll deformálódás nélkül, könnyen kezelhető. A csomag tartalma 6db gyémántos pénzcsipesz.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>58mm x 12mm x 25mm</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:1385206\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/ysoft_be3d/about\"" class=\""bld\"">YSoft_be3D</a> készítette. &#169; <!--DATE--> YSoft_be3D. Minden jog fenntartva.\r\n ', 'diamond', 40, 0, '2020-05-14 00:00:00'),"
[Translated to English] database1.sql,189,"[Translated to English] (4, 'item/product=4', 'images/de3.jpg', 'de1.jpg,de2.jpg,delfin_tarto.png,delfin_telefontarto2.png,delfin_10.png', 1690, '50x65x15', 'Delfines Telefontartó', 'Telefontartók', 'Könnyen kezelhető delfines telefontartó. A termék állítva használandó és ebben a helyzetben állítva és fektetve is stabilan tartja a készüléket. A további stabilitás elérése érdekében ajánljuk az x1.3-as méretezést beállítani a specifikációknál.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>55mm x 65mm x 15mm</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:1686467\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/goraering/about\"" class=\""bld\"">goraering</a> készítette. &#169; <!--DATE--> goraering. Minden jog fenntartva.\r\n ', 'delfin_tarto', 41, 0, '2020-05-14 00:00:00'),"
[Translated to English] database1.sql,190,"[Translated to English] (5, 'item/product=5', 'images/mat3.jpg', 'mat1.jpg,mat2.jpg,macska_tarto.png,macska_telefontarto1.png,macska_telefontarto2.png,macska_telefontarto4.png,macska_tarto_10.png', 1990, '60x30x68 ', 'Macskás Telefontartó', 'Telefontartók', 'Könnyen kezelhető macskás telefontartó. A termék állítva használandó és ebben a helyzetben állítva és fektetve is stabilan tartja a készüléket. A további stabilitás elérése érdekében ajánljuk az x1.3-as méretezést beállítani a specifikációknál.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>65mm x 30mm x 68mm</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:1012788\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/tinyeyes/about\"" class=\""bld\"">Tinyeyes</a> készítette. &#169; <!--DATE--> Tinyeyes. Minden jog fenntartva.', 'catstand', 51, 1, '2020-05-01 00:00:00'),"
[Translated to English] database1.sql,191,"[Translated to English] (10, 'item/product=10', 'images/v22.jpg', 'v21.jpg,v23.jpg,v24.jpg,tobballasu_tarto.png,kihajthato_telefontarto2.png,kihajthato_telefontarto1.png,v2mix_10.png', 2590, '90x64x25', 'Többállású Telefontartó', 'Telefontartók', 'Könnyen kezelhető többállású telefontartó. Stabil tartást biztosít a telefonnak, emellett a csúszkával a kívánt dőlésszög is egyszerűen beállítható.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>90mm x 64mm x 25mm</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:2835254\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/wabbitguy/about\"" class=\""bld\"">wabbitguy</a> készítette. &#169; <!--DATE--> wabbitguy. Minden jog fenntartva.', 'Phone_Holder_V2_Mix', 7, 0, '2020-05-14 00:00:00'),"
[Translated to English] database1.sql,192,"[Translated to English] (11, 'item/product=11', 'images/ma1.jpg', 'ma2.jpg,cica_flex.png,cica_flex2.png,cica_flex1.png,macska_10.png', 1990, '134x106x13 ', 'Flexibilis Cica', 'Flexibilis Tárgyak', 'Flexibilis műanyag macska figura mozgatható részekkel. Ideális választás lehet gyerekek számára vagy díszként a lakásba.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>134mm x 116mm x 13mm</li>\r\n<li>Az illesztések mentén kis mértékben mozgatható</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:3576952\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/feketeimre/about\"" class=\""bld\"">feketeimre</a> készítette. &#169; <!--DATE--> feketeimre. Minden jog fenntartva.', 'flexicat_flat', 41, 0, '2020-05-01 00:00:00'),"
[Translated to English] database1.sql,193,"[Translated to English] (12, 'item/product=12', 'images/r.1.jpg', 'r.2.jpg,r.3.jpg,rak_flex.png,rak_flex2.png,rak_flex1.png,rak_10.png', 2190, '121x95x8 ', 'Flexibilis Rák', 'Flexibilis Tárgyak', 'Flexibilis műanyag rák figura mozgatható részekkel. Ideális választás lehet gyerekek számára vagy díszként a lakásba.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>121mm x 95mm x 8mm</li>\r\n<li>Az illesztések mentén kis mértékben mozgatható</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:3629031\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/edsparks/about\"" class=\""bld\"">EDSparks</a> készítette. &#169; <!--DATE--> EDSparks. Minden jog fenntartva.', 'Flexi_Crab', 12, 0, '2020-05-14 00:00:00'),"
[Translated to English] database1.sql,194,"[Translated to English] (13, 'item/product=13', 'images/sas1.jpg', 'sas2.jpg,sas_flex.png,sas_flex2.png,sas_flex1.png,sas_10.png', 1890, '163x90x5', 'Flexibilis Sas', 'Flexibilis Tárgyak', 'Flexibilis műanyag sas figura mozgatható részekkel. Ideális választás lehet gyerekek számára vagy díszként a lakásba.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>163mm x 90mm x 5mm</li>\r\n<li>Az illesztések mentén kis mértékben mozgatható</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:2939444\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/airwavested/about\"" class=\""bld\"">AirwavesTed</a> készítette. &#169; <!--DATE--> AirwavesTed. Minden jog fenntartva.', 'Articulated_Soaring_Eagle', 13, 0, '2020-05-01 00:00:00'),"
[Translated to English] database1.sql,195,"[Translated to English] (14, 'item/product=14', 'images/cson1.jpg', 'cson2.jpg,csontvaz_flex.png,csontvaz_flex2.png,csontvaz_flex1.png,csontvaz_10.png', 2590, '207x101x9', 'Flexibilis Csontváz', 'Flexibilis Tárgyak', 'Flexibilis műanyag csontváz figura mozgatható részekkel. Ideális választás lehet gyerekek számára vagy díszként a lakásba.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>207mm x 101mm x 9mm</li>\r\n<li>Az illesztések mentén kis mértékben mozgatható</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:2299812\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/liang0108/about\"" class=\""bld\"">Liang0108</a> készítette. &#169; <!--DATE--> Liang0108. Minden jog fenntartva.', 'Skeleton', 14, 0, '2020-05-14 00:00:00'),"
[Translated to English] database1.sql,196,"[Translated to English] (15, 'item/product=15', 'images/u.1.jpg', 'u.2.jpg,unikornis_flex.png,unikornis_flex2.png,unikornis_flex3.png,unikornis_flex1.png', 1990, '102x79x13', 'Flexibilis Unikornis', 'Flexibilis Tárgyak', 'Flexibilis műanyag unikornis figura mozgatható részekkel. Ideális választás lehet gyerekek számára vagy díszként a lakásba.<br><br>\r\n\r\nTulajdonságok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (környezetbarát, biológiai úton lebomló anyag)</li>\r\n<li>Környezetbarát csomagolás</li>\r\n<li>102mm x 79mm x 13mm</li>\r\n<li>Az illesztések mentén kis mértékben mozgatható</li>\r\n</ul>\r\n\r\nA termék szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, így te is <a href=\""https://www.thingiverse.com/thing:2835053\"" class=\""bld\"">megtekintheted</a>\r\nés kedved szerint módosíthatod.\r\nAbban az esetben, ha a szeretnéd a saját modelledet kinyomtatni használd a\r\n<a href=\""/print\"" class=\""bld\"">bérnyomtatás</a> funkciót.<br><br>\r\n\r\nA terméket <a href=\""https://www.thingiverse.com/benchy4life/about\"" class=\""bld\"">Benchy4Life</a> készítette. &#169; <!--DATE--> Benchy4Life. Minden jog fenntartva.', 'Flexi-UnicornFlat', 5, 0, '2020-05-01 00:00:00'),"
