file,line,text
[English Translation] database1.sql,80,"[English Translation] (24, '3D Printing in Medicine: From Surgical Aids to Prosthetics', 'Kis Peter', '3D Printing,Medicine,Industry', '3D_nyomtatas_az_orvosi_iparban', '3D printing has made significant progress in the medical industry in recent years, where it is used for applications ranging from surgical tools to prosthetics. It offers many advantages, including customization, cost efficiency, and speed, making it increasingly popular in medical applications.', 'orvoslas_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[English Translation] database1.sql,81,"[English Translation] (25, 'Environmental Impact of 3D Printing', 'Kis Peter', '3D Printing,Environment,Ecology', 'A_3D_nyomtatas_kornyezeti_hatasa', '3D printing, also known as additive manufacturing, can revolutionize how products are made, offering benefits such as customization, cost efficiency, and speed.', 'kornyezet_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[English Translation] database1.sql,82,"[English Translation] (26, 'The Future of 3D Printing: Predictions and Opportunities', 'Kis Peter', '3D Printing,Technologies,Future,Development', 'A_3D_nyomtatas_jovoje', '3D printing, also known as additive manufacturing, has come a long way since the 1980s. It has the potential to revolutionize how products are produced, offering benefits like customization, cost efficiency, and speed.', 'jovo_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[English Translation] database1.sql,83,"[English Translation] (27, 'The Ethics of 3D Printing: Intellectual Property and Accessibility', 'Kis Peter', '3D Printing,Ethics,Intellectual Property', 'A_3D_nyomtatas_etikaja', 'As 3D printing technology continues to advance, it is important to consider its ethical implications. In this post, we discuss two key ethical considerations in 3D printing: intellectual property rights and accessibility.', 'etika_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[English Translation] database1.sql,84,"[English Translation] (28, '3D Printing in the Fashion Industry: From Prototypes to Final Products', 'Kis Peter', '3D Printing,Prototype,Fashion', '3D_nyomtatas_a_divatiparban', '3D printing, also known as additive manufacturing, could revolutionize the fashion industry. It offers numerous advantages, including the ability to produce customized and complex designs, reduce waste and emissions, and speed up manufacturing processes.', 'divat_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[English Translation] database1.sql,85,"[English Translation] (29, '3D Printing in Construction: From Prototyping to 3D Printed Houses', 'Kis Peter', '3D Printing,Construction,Housing', '3D_nyomtatas_az_epitoiparban', '3D printing, also known as additive manufacturing, can revolutionize the construction industry. It offers benefits like the ability to produce customized and complex designs, reduce waste and emissions, and accelerate building processes.', 'epites_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[English Translation] database1.sql,86,"[English Translation] (30, 'The Economics of 3D Printing: Cost-Benefit Analysis', 'Kis Peter', '3D Printing,Economics,Cost,Benefit', 'A_3D_nyomtatas_gazdasagtana', '3D printing, also known as additive manufacturing, can transform the way products are designed and manufactured. It offers many advantages, including the production of customized and complex designs, reduction of waste and emissions, and acceleration of manufacturing processes.', 'gazdasag_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[English Translation] database1.sql,87,"[English Translation] (31, '3D Printing in the Art World: From Sculptures to Functional Art', 'Kis Peter', '3D Printing,Art,Sculpture,Painting', '3D_nyomtatas_a_muveszet_vilagaban', 'In recent years, 3D printing has revolutionized the art world, allowing artists to create intricate sculptures and functional pieces with unprecedented precision and detail.', 'muveszet_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[English Translation] database1.sql,88,"[English Translation] (32, '3D Printing in the Electronics Industry: From Prototypes to Final Parts', 'Kis Peter', '3D Printing,Electronics,Mass Production,Industry', '3D_nyomtatas_a_szorakoztato_elektronikai_iparban', 'The electronics industry has always been a driver of innovation, and 3D printing is no exception. In recent years, it has become an increasingly valuable tool for companies in consumer electronics  from creating prototypes and testing new products to producing final parts and even complete devices.', 'elektronika_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17'),"
[English Translation] database1.sql,89,"[English Translation] (33, '3D Printing in the Furniture Industry: From Prototypes to Finished Products', 'Kis Peter', '3D Printing,Furniture,Prototype', '3D_nyomtatas_a_butoriparban', 'The use of 3D printing technology in the furniture industry has come a long way in recent years. Initially used mainly for prototypes and concept models, it is now also being applied to produce end products for the market. This technology offers designers and manufacturers many advantages, including the ability to quickly and easily create complex shapes, customize products for individual customers, and produce on demand.', 'butor_bor.jpg', '2022-02-27 19:19:08', '2022-02-24 07:18:17'),"
[English Translation] database1.sql,90,"[English Translation] (34, '3D Printing in the Sports Industry: From Custom Equipment to Performance Wear', 'Kis Peter', '3D Printing,Sports,Customization,Personalization', '3D_nyomtatas_a_sportiparban', 'The sports industry has always led the way in adopting new technologies to improve performance and enhance the sporting experience. In recent years, 3D printing has emerged as a promising technology that could revolutionize the sports sector.', 'sport_bor.jpg', '2022-02-28 19:19:08', '2022-02-22 07:18:17'),"
[English Translation] database1.sql,91,"[English Translation] (35, 'The Benefits of 3D Printing for Small Businesses and Startups', 'Kis Peter', '3D Printing,Business,Startup,Advantages', 'A_3D_nyomtatas_elonyei_a_kisvallalkozasok_es_a_startupok_szamara', 'In recent years, 3D printing has emerged as a promising technology capable of revolutionizing many industries. For small businesses and startups, 3D printing offers numerous advantages that can help them succeed and grow.', 'startup_bor.jpg', '2022-02-28 19:19:08', '2022-02-20 07:18:17'),"
[English Translation] database1.sql,92,"[English Translation] (36, '3D Printing in the Packaging Industry: From Prototypes to Final Products', 'Kis Peter', '3D Printing,Packaging,Sustainability', '3D_nyomtatas_a_csomagoloiparban', '3D printing is revolutionizing how products are designed and manufactured across various industries, and packaging is no exception. From prototyping new packaging designs to producing final products, 3D printing plays an increasingly important role in the packaging industry.', 'csomag_bor.jpg', '2022-02-27 03:06:05', '2022-02-26 07:18:17');"
[English Translation] database1.sql,187,"[English Translation] (1, 'item/product=1', 'images/pipetato.jpg', 'pi1.jpg,pi2.jpg,pi3.jpg,pizza7nagy.png,pizza3.png,pizza_4.png,pizza6.png,pizza_10.png', 990, '40x7x28', 'Pizzas Papircsipesz (8db)', 'Egyeb', 'Pizza alaku papircsipesz rendszerezesre, mindennapos hasznalatra.\r\nSegitsegevel konnyeden ossze lehet fogni papirpenzt, kartyakat, papirlapokat es ehhez hasonlo targyakat.\r\nMegfelelo valasztas lehet hetkoznapi dolgok osszefogasara olyanoknak, akik szeretnek egyedien rendszerezni a dolgaikat. A csomag tartalma 8db pizzas papircsipesz.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>40mm x 7mm x 28mm</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:445805\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/tosh/about\"" class=\""bld\"">Tosh</a> keszitette. &#169; <!--DATE--> Tosh. Minden jog fenntartva.', 'pizza_clip', 100, 0, '2020-05-01 00:00:00'),"
[English Translation] database1.sql,188,"[English Translation] (2, 'item/product=2', 'images/gyecsi.jpg', 'gy1.jpg,gy2.jpg,gy3.jpg,csipesz.png,csipesz_nagy.png,csipesz_nagy_harmonia.png,gyemantcsipesz_10.png\r\n', 1290, '58x12x25', 'Gyemantos Penzcsipesz (6db)', 'Egyeb', 'Igenyes penzcsipesz hetkoznapi targyak osszefogasara. Magas feszitesnek is ellenall deformalodas nelkul, konnyen kezelheto. A csomag tartalma 6db gyemantos penzcsipesz.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>58mm x 12mm x 25mm</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:1385206\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/ysoft_be3d/about\"" class=\""bld\"">YSoft_be3D</a> keszitette. &#169; <!--DATE--> YSoft_be3D. Minden jog fenntartva.\r\n ', 'diamond', 40, 0, '2020-05-14 00:00:00'),"
[English Translation] database1.sql,189,"[English Translation] (4, 'item/product=4', 'images/de3.jpg', 'de1.jpg,de2.jpg,delfin_tarto.png,delfin_telefontarto2.png,delfin_10.png', 1690, '50x65x15', 'Delfines Telefontarto', 'Telefontartok', 'Konnyen kezelheto delfines telefontarto. A termek allitva hasznalando es ebben a helyzetben allitva es fektetve is stabilan tartja a keszuleket. A tovabbi stabilitas elerese erdekeben ajanljuk az x1.3-as meretezest beallitani a specifikacioknal.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>55mm x 65mm x 15mm</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:1686467\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/goraering/about\"" class=\""bld\"">goraering</a> keszitette. &#169; <!--DATE--> goraering. Minden jog fenntartva.\r\n ', 'delfin_tarto', 41, 0, '2020-05-14 00:00:00'),"
[English Translation] database1.sql,190,"[English Translation] (5, 'item/product=5', 'images/mat3.jpg', 'mat1.jpg,mat2.jpg,macska_tarto.png,macska_telefontarto1.png,macska_telefontarto2.png,macska_telefontarto4.png,macska_tarto_10.png', 1990, '60x30x68 ', 'Macskas Telefontarto', 'Telefontartok', 'Konnyen kezelheto macskas telefontarto. A termek allitva hasznalando es ebben a helyzetben allitva es fektetve is stabilan tartja a keszuleket. A tovabbi stabilitas elerese erdekeben ajanljuk az x1.3-as meretezest beallitani a specifikacioknal.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>65mm x 30mm x 68mm</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:1012788\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/tinyeyes/about\"" class=\""bld\"">Tinyeyes</a> keszitette. &#169; <!--DATE--> Tinyeyes. Minden jog fenntartva.', 'catstand', 51, 1, '2020-05-01 00:00:00'),"
[English Translation] database1.sql,191,"[English Translation] (10, 'item/product=10', 'images/v22.jpg', 'v21.jpg,v23.jpg,v24.jpg,tobballasu_tarto.png,kihajthato_telefontarto2.png,kihajthato_telefontarto1.png,v2mix_10.png', 2590, '90x64x25', 'Tobballasu Telefontarto', 'Telefontartok', 'Konnyen kezelheto tobballasu telefontarto. Stabil tartast biztosit a telefonnak, emellett a csuszkaval a kivant dolesszog is egyszeruen beallithato.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>90mm x 64mm x 25mm</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:2835254\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/wabbitguy/about\"" class=\""bld\"">wabbitguy</a> keszitette. &#169; <!--DATE--> wabbitguy. Minden jog fenntartva.', 'Phone_Holder_V2_Mix', 7, 0, '2020-05-14 00:00:00'),"
[English Translation] database1.sql,192,"[English Translation] (11, 'item/product=11', 'images/ma1.jpg', 'ma2.jpg,cica_flex.png,cica_flex2.png,cica_flex1.png,macska_10.png', 1990, '134x106x13 ', 'Flexibilis Cica', 'Flexibilis Targyak', 'Flexibilis muanyag macska figura mozgathato reszekkel. Idealis valasztas lehet gyerekek szamara vagy diszkent a lakasba.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>134mm x 116mm x 13mm</li>\r\n<li>Az illesztesek menten kis mertekben mozgathato</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by-sa/3.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:3576952\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/feketeimre/about\"" class=\""bld\"">feketeimre</a> keszitette. &#169; <!--DATE--> feketeimre. Minden jog fenntartva.', 'flexicat_flat', 41, 0, '2020-05-01 00:00:00'),"
[English Translation] database1.sql,193,"[English Translation] (12, 'item/product=12', 'images/r.1.jpg', 'r.2.jpg,r.3.jpg,rak_flex.png,rak_flex2.png,rak_flex1.png,rak_10.png', 2190, '121x95x8 ', 'Flexibilis Rak', 'Flexibilis Targyak', 'Flexibilis muanyag rak figura mozgathato reszekkel. Idealis valasztas lehet gyerekek szamara vagy diszkent a lakasba.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>121mm x 95mm x 8mm</li>\r\n<li>Az illesztesek menten kis mertekben mozgathato</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:3629031\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/edsparks/about\"" class=\""bld\"">EDSparks</a> keszitette. &#169; <!--DATE--> EDSparks. Minden jog fenntartva.', 'Flexi_Crab', 12, 0, '2020-05-14 00:00:00'),"
[English Translation] database1.sql,194,"[English Translation] (13, 'item/product=13', 'images/sas1.jpg', 'sas2.jpg,sas_flex.png,sas_flex2.png,sas_flex1.png,sas_10.png', 1890, '163x90x5', 'Flexibilis Sas', 'Flexibilis Targyak', 'Flexibilis muanyag sas figura mozgathato reszekkel. Idealis valasztas lehet gyerekek szamara vagy diszkent a lakasba.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>163mm x 90mm x 5mm</li>\r\n<li>Az illesztesek menten kis mertekben mozgathato</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:2939444\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/airwavested/about\"" class=\""bld\"">AirwavesTed</a> keszitette. &#169; <!--DATE--> AirwavesTed. Minden jog fenntartva.', 'Articulated_Soaring_Eagle', 13, 0, '2020-05-01 00:00:00'),"
[English Translation] database1.sql,195,"[English Translation] (14, 'item/product=14', 'images/cson1.jpg', 'cson2.jpg,csontvaz_flex.png,csontvaz_flex2.png,csontvaz_flex1.png,csontvaz_10.png', 2590, '207x101x9', 'Flexibilis Csontvaz', 'Flexibilis Targyak', 'Flexibilis muanyag csontvaz figura mozgathato reszekkel. Idealis valasztas lehet gyerekek szamara vagy diszkent a lakasba.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>207mm x 101mm x 9mm</li>\r\n<li>Az illesztesek menten kis mertekben mozgathato</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:2299812\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/liang0108/about\"" class=\""bld\"">Liang0108</a> keszitette. &#169; <!--DATE--> Liang0108. Minden jog fenntartva.', 'Skeleton', 14, 0, '2020-05-14 00:00:00'),"
[English Translation] database1.sql,196,"[English Translation] (15, 'item/product=15', 'images/u.1.jpg', 'u.2.jpg,unikornis_flex.png,unikornis_flex2.png,unikornis_flex3.png,unikornis_flex1.png', 1990, '102x79x13', 'Flexibilis Unikornis', 'Flexibilis Targyak', 'Flexibilis muanyag unikornis figura mozgathato reszekkel. Idealis valasztas lehet gyerekek szamara vagy diszkent a lakasba.<br><br>\r\n\r\nTulajdonsagok:\r\n<ul class=\""dul\"">\r\n<li>3DJAKE ecoPLA filament (kornyezetbarat, biologiai uton lebomlo anyag)</li>\r\n<li>Kornyezetbarat csomagolas</li>\r\n<li>102mm x 79mm x 13mm</li>\r\n<li>Az illesztesek menten kis mertekben mozgathato</li>\r\n</ul>\r\n\r\nA termek szabad <a href=\""https://creativecommons.org/licenses/by/4.0/\"" class=\""bld\"">licensszel</a>\r\nvan forgalomban, igy te is <a href=\""https://www.thingiverse.com/thing:2835053\"" class=\""bld\"">megtekintheted</a>\r\nes kedved szerint modosithatod.\r\nAbban az esetben, ha a szeretned a sajat modelledet kinyomtatni hasznald a\r\n<a href=\""/print\"" class=\""bld\"">bernyomtatas</a> funkciot.<br><br>\r\n\r\nA termeket <a href=\""https://www.thingiverse.com/benchy4life/about\"" class=\""bld\"">Benchy4Life</a> keszitette. &#169; <!--DATE--> Benchy4Life. Minden jog fenntartva.', 'Flexi-UnicornFlat', 5, 0, '2020-05-01 00:00:00'),"
